"id","album_name","track_name","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre"
802,"Halloween 2022 Perreo Vol. 3","FRESH KERIAS",2,272800,FALSE,0.741,0.582,8,-4.445,1,0.281,0.291,0.000101,0.152,0.713,186.096,4,"pop"
803,"SYL","SYL",69,249662,FALSE,0.628,0.703,10,-4.27,0,0.0812,0.0263,0,0.26,0.594,99.783,4,"pop"
804,"Sway (Sped Up Version)","Sway - Sped Up Version",66,147135,FALSE,0.608,0.671,2,-5.643,1,0.0422,0.73,1.88e-06,0.0849,0.872,161.768,4,"jazz"
805,"World's Best Christmas Playlist","Happy Holiday",0,116893,FALSE,0.376,0.371,6,-14.929,1,0.122,0.449,2.28e-06,0.106,0.656,195.668,3,"jazz"
806,"Halloween Party 2022","My Songs Know What You Did In The Dark (Light Em Up)",0,186826,FALSE,0.557,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.566,151.988,4,"rock"
807,"One Kiss (with Dua Lipa)","One Kiss (with Dua Lipa)",89,214846,FALSE,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4,"pop"
808,"Halloween Hits","Sympathy For The Devil",5,377746,FALSE,0.636,0.67,9,-10.958,1,0.257,0.582,0,0.0453,0.572,115.577,4,"rock"
809,"Spooky Scary Season","Zombie",1,307440,FALSE,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,"rock"
810,"Christmas Best Hits 2022","Christmas Calling (Jolly Jones)",0,200461,FALSE,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,"jazz"
811,"Ainak","Ainak",70,178666,FALSE,0.817,0.682,4,-5.376,0,0.214,0.245,1.84e-06,0.0631,0.605,90.039,4,"pop"
812,"Not by Chance","Saada Pyaar",69,213626,FALSE,0.743,0.655,7,-5.228,0,0.0866,0.0391,0,0.118,0.164,91.004,4,"pop"
813,"Feeling Good - Adult Pop Favorites","Bonnie & Clyde",0,194080,FALSE,0.714,0.611,0,-5.448,1,0.0367,0.891,0.011,0.0969,0.412,117.872,4,"rock"
814,"60s Christmas Party","Gimme Shelter",0,270773,FALSE,0.634,0.63,1,-8.277,0,0.031,0.447,0.0374,0.169,0.489,118.642,4,"rock"
815,"christmas but not christmas songs","Anything Goes",0,123840,FALSE,0.516,0.62,9,-5.68,0,0.0805,0.614,0,0.0805,0.749,152.208,4,"jazz"
816,"On air 70's Hits","Good Vibrations - Remastered 2001",1,218733,FALSE,0.398,0.546,10,-5.548,1,0.0354,0.365,0.00012,0.125,0.353,132.985,4,"rock"
817,"EDM Hits","Bad Habits - Joel Corry Remix",0,189577,FALSE,0.768,0.935,11,-4.902,0,0.0598,0.0488,0.00117,0.339,0.8,125.971,4,"pop"
818,"Weihnachten Playlist","Rudolph The Red-Nosed Reindeer",0,171773,FALSE,0.596,0.315,8,-9.175,1,0.0428,0.961,0,0.258,0.64,119.935,4,"jazz"
819,"Maintain Your Mojo","L.A. Woman",1,471160,FALSE,0.354,0.731,2,-9.178,1,0.0382,0.0812,0.00124,0.115,0.697,170.633,4,"rock"
820,"The Complete Ella And Louis On Verve","Cheek To Cheek",67,354533,FALSE,0.663,0.264,0,-14.571,1,0.0914,0.706,0,0.1,0.657,122.482,4,"jazz"
821,"Session Acoustique","My Friends",5,248640,FALSE,0.303,0.71,0,-3.545,1,0.0292,0.00575,0.00152,0.131,0.327,162.657,4,"rock"
822,"Weihnachtspop 2022","Mistletoe",0,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,"pop"
823,"Halloween 2022 Pop Vol. 2","No Tengo Nada",0,225599,FALSE,0.534,0.614,10,-6.69,1,0.0406,0.557,0,0.199,0.238,147.739,4,"rock"
824,"Call Me Irresponsible","Everything",71,212373,FALSE,0.686,0.688,6,-4.981,0,0.0254,0.39,1.03e-06,0.0924,0.493,123.125,4,"jazz"
825,"Aaja We Mahiya","Aaja We Mahiya",68,232066,FALSE,0.639,0.594,10,-6.497,1,0.0347,0.131,0,0.119,0.378,80.034,4,"pop"
826,"Christmas Dinner 2022","The Christmas Song (Chestnuts Roasting On An Open Fire)",0,210026,FALSE,0.226,0.382,1,-9.243,1,0.0288,0.845,0,0.111,0.165,81.943,4,"jazz"
827,"Harleys In Hawaii","Harleys In Hawaii",73,185815,FALSE,0.722,0.757,10,-6.207,0,0.132,0.185,6.32e-06,0.126,0.721,140.094,4,"pop"
828,"Holidays Are Coming","Blue Christmas",0,204826,FALSE,0.536,0.163,0,-10.566,1,0.0349,0.695,0.000239,0.126,0.233,66.72,4,"jazz"
829,"Bezginin Gizli Mektupları","Yemyeşil Bir Deniz",44,358173,FALSE,0.486,0.568,9,-9.199,0,0.0417,0.652,0,0.834,0.65,127.184,4,"jazz"
830,"Hip Hop Machine #8","Sobre Nós",37,290560,FALSE,0.366,0.534,8,-10.5,1,0.0403,0.614,0.000337,0.156,0.457,88.382,4,"jazz"
831,"Reckless (30th Anniversary / Deluxe Edition)","Summer Of '69",82,216053,FALSE,0.508,0.834,2,-6.205,1,0.0386,0.0183,0,0.0732,0.774,139.131,4,"rock"
832,"Fiesta temática 70s","Give A Little Bit",0,248173,FALSE,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.00949,0.263,0.471,90.767,4,"rock"
833,"Yeni Türkü Koleksiyon","Maskeli Balo",41,173133,FALSE,0.609,0.435,4,-10.651,0,0.0254,0.669,0,0.169,0.769,92.632,4,"jazz"
834,"Gangster","Tu Hi Meri Shab Hai",65,387947,FALSE,0.568,0.726,9,-6.087,0,0.0366,0.491,0.000764,0.122,0.564,118.842,4,"pop"
835,"Santa Claus Is Coming To Town","Christmas Time",0,243057,FALSE,0.503,0.582,0,-4.324,1,0.0253,0.472,0,0.103,0.326,77.321,4,"rock"
836,"Frühstücksmusik Herbst/Winter 2022/2023","Revolution",0,183406,FALSE,0.629,0.755,5,-4.703,0,0.206,0.0799,0,0.141,0.78,110.016,4,"rock"
837,"Home At Christmas","Christmas All Over Again",0,253626,FALSE,0.44,0.838,9,-6.196,1,0.0423,0.0956,0,0.473,0.619,138.908,4,"rock"
838,"Sunday Vibe","Sunday Vibe",57,100038,FALSE,0.67,0.456,5,-10.751,0,0.0673,0.279,0.895,0.0984,0.589,80.974,4,"jazz"
839,"Halloween Party 2022","Starboy",0,230461,TRUE,0.676,0.588,7,-7.025,1,0.275,0.137,8.47e-06,0.137,0.484,186.012,4,"pop"
840,"Weekend Baby","More Than A Woman - SG's Paradise Edit",2,357936,FALSE,0.679,0.762,10,-4.253,0,0.0316,0.00469,0.23,0.0446,0.511,105.407,4,"rock"
841,"Timeless Rock Hits","Bigmouth Strikes Again",2,193320,FALSE,0.401,0.901,1,-5.011,0,0.041,0.0704,0,0.538,0.839,134.799,4,"rock"
842,"Halloween & Alternative","all the good girls go to hell",1,168839,FALSE,0.854,0.446,1,-8.957,0,0.198,0.313,0.215,0.156,0.57,92.545,4,"pop"
843,"Dhokha Round D Corner","Mahi Mera Dil",29,180117,FALSE,0.386,0.471,2,-9.65,1,0.0403,0.829,0,0.147,0.21,154.039,3,"pop"
844,"Christmas Only: The Timeless Classic Collection","Let It Snow, Let It Snow, Let It Snow",0,116413,FALSE,0.457,0.36,1,-9.188,1,0.0374,0.828,0.000127,0.15,0.682,133.568,4,"jazz"
845,"Mellow Adult Pop","Run Back Into Your Arms",0,206360,FALSE,0.589,0.92,2,-5.716,1,0.0603,0.0857,0,0.355,0.893,146.439,3,"rock"
846,"Upbeat Pop","Crazy What Love Can Do",0,169756,FALSE,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872,4,"pop"
847,"MoonChild Era","Lover",71,190000,FALSE,0.827,0.587,9,-5.531,0,0.113,0.203,0,0.0727,0.774,119.936,4,"pop"
848,"Summer Music Festival Hits","Take On Me - Kygo Remix",0,226666,FALSE,0.536,0.78,9,-6.008,1,0.113,0.16,0.00079,0.137,0.622,179.971,4,"rock"
849,"12 Days of Christmas 2022","Getting Ready For Christmas Day",0,245506,FALSE,0.733,0.756,2,-8.05,1,0.135,0.438,3.22e-05,0.335,0.923,124.09,3,"rock"
850,"Employment","Modern Way",56,243626,FALSE,0.536,0.764,1,-5.174,0,0.0393,0.0302,1.06e-05,0.104,0.294,147.585,4,"rock"
851,"Christmas Best Hits 2022","Winter Wonderland",0,143226,FALSE,0.684,0.491,0,-7.655,1,0.0361,0.71,0,0.144,0.4,117.916,4,"rock"
852,"Thanksgiving Party","Ain't That Love",0,173906,FALSE,0.751,0.467,10,-9.535,1,0.327,0.303,0,0.163,0.774,118.11,4,"jazz"
853,"Lounge Remixes, Vol. 4","As - Luxury Remix",0,193170,FALSE,0.682,0.526,5,-8.656,0,0.0382,0.48,1.79e-05,0.166,0.775,82.003,4,"jazz"
854,"Humnava Mere","Humnava Mere",72,328992,FALSE,0.401,0.553,5,-8.263,0,0.0337,0.47,2.96e-06,0.124,0.364,79.144,4,"pop"
855,"pov: you hear the bells jingle","Little Saint Nick - 1991 Remix",0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,"rock"
856,"Halloween Metal Nights","The Sick, The Dying… And The Dead!",2,304053,FALSE,0.303,0.976,5,-3.583,0,0.225,0.00266,0.135,0.0707,0.193,88.536,4,"rock"
857,"Christmas Classics","Joy To The World - Remastered 1999",0,84986,FALSE,0.553,0.337,10,-10.334,1,0.0303,0.818,0,0.113,0.664,102.213,4,"jazz"
858,"1st Special Edition","The One",39,282333,FALSE,0.714,0.606,7,-7.496,0,0.0709,0.652,2.47e-05,0.117,0.678,79.014,4,"jazz"
859,"Holidays Are Coming","God Only Knows - Mono / 1997 Remastered",0,173040,FALSE,0.524,0.487,6,-7.525,0,0.0299,0.253,0,0.0579,0.482,117.108,4,"rock"
860,"Brandneu Dance","Crazy What Love Can Do",1,169756,FALSE,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872,4,"pop"
861,"Drippy Drippy","The Hills",3,242280,TRUE,0.565,0.551,0,-7.007,0,0.0687,0.0845,0,0.139,0.125,112.98,4,"pop"
862,"Del gusto de mamá","Mr. Jones",0,272733,FALSE,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,"rock"
863,"Soulful Christmas","Go Tell It On The Mountain / Ain't No Mountain High Enough - Medley",0,256040,FALSE,0.559,0.79,2,-5.057,1,0.0535,0.0507,0,0.269,0.589,101.946,4,"jazz"
864,"Rock Brandneu","Surviving the Game",0,238870,FALSE,0.535,0.979,8,-3.593,1,0.0597,0.000666,0,0.084,0.432,103.996,4,"rock"
865,"Selfies on Kodachrome","Habits",59,215866,FALSE,0.548,0.364,5,-9.465,1,0.0547,0.86,0,0.385,0.506,116.556,4,"jazz"
866,"Christmas Classics","Deck The Halls",0,69000,FALSE,0.635,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.172,4,"jazz"
867,"80's","Baby Jane",0,283493,FALSE,0.641,0.798,2,-8.56,0,0.0406,0.0136,0.000106,0.358,0.732,123.229,4,"rock"
868,"Baar Baar Dekho (Original Motion Picture Soundtrack)","Kala Chashma",69,187006,FALSE,0.801,0.856,0,-4.233,1,0.065,0.0984,6.62e-05,0.228,0.919,106.026,4,"pop"
869,"Best Of +3","Gecelerim",38,162801,FALSE,0.475,0.289,0,-9.519,0,0.0393,0.926,1.09e-06,0.121,0.669,91.664,4,"jazz"
870,"Today's Party Hits","Bad Habits - Joel Corry Remix",0,189577,FALSE,0.768,0.935,11,-4.902,0,0.0598,0.0488,0.00117,0.339,0.8,125.971,4,"pop"
871,"Christmas Songs 2022","Sleigh Ride",3,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,"jazz"
872,"Country Christmas Time","i'll be home for christmas",2,151782,FALSE,0.407,0.0931,7,-12.659,1,0.0375,0.945,2.59e-06,0.191,0.327,117.512,3,"rock"
873,"World's Best Christmas Playlist","Frosty The Snowman",0,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4,"jazz"
874,"Chidiya","Chidiya",74,253333,FALSE,0.486,0.494,6,-8.56,1,0.0324,0.715,0,0.109,0.414,179.975,4,"pop"
875,"Waking Up","Secrets",76,224693,FALSE,0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,4,"rock"
876,"Jingle Bell Rock 2022","Rudolph The Red-Nosed Reindeer",0,171773,FALSE,0.596,0.315,8,-9.175,1,0.0428,0.961,0,0.258,0.64,119.935,4,"jazz"
877,"Rockin' Around The Christmas Tree 2022","Have Yourself A Merry Little Christmas",0,165026,FALSE,0.23,0.163,6,-14.909,1,0.0351,0.97,0.00424,0.262,0.102,102.777,3,"jazz"
878,"Jugni","Jugni",68,193190,FALSE,0.761,0.896,11,-3.668,0,0.215,0.0776,2.7e-06,0.124,0.65,96.957,4,"pop"
879,"World's Best Christmas Playlist","Baby, It's Cold Outside",0,143733,FALSE,0.439,0.196,0,-16.093,1,0.0601,0.88,0,0.0513,0.525,129.581,4,"jazz"
880,"Halloween 2022","Starboy",0,230461,TRUE,0.676,0.588,7,-7.025,1,0.275,0.137,8.47e-06,0.137,0.484,186.012,4,"pop"
881,"Aziyat","Aziyat",65,221714,FALSE,0.682,0.437,10,-8.655,1,0.0271,0.758,0.00801,0.106,0.233,104.961,4,"pop"
882,"All Out Alternative","Virtual Aerobics",0,122333,TRUE,0.775,0.55,9,-3.765,1,0.0345,0.183,0,0.0434,0.72,109.952,4,"rock"
883,"Comme un lundi","Riptide",1,204280,FALSE,0.483,0.731,1,-6.696,1,0.0381,0.436,0,0.151,0.484,101.654,4,"rock"
884,"Best Christmas Songs 2022 | For under the Mistletoe","Let It Snow! Let It Snow! Let It Snow!",0,115240,FALSE,0.484,0.332,1,-10.312,1,0.037,0.787,0,0.373,0.683,134.999,4,"jazz"
885,"Billie Holiday","I'll Be Seeing You",65,211533,FALSE,0.355,0.0304,1,-20.479,1,0.0361,0.989,0.0555,0.116,0.188,90.495,3,"jazz"
886,"Two Hearts Never Break The Same","Summer High",63,177391,FALSE,0.86,0.541,1,-6.51,0,0.0325,0.165,0.163,0.0663,0.952,114.984,4,"pop"
887,"Don't Forget","Don't Forget",56,148000,FALSE,0.65,0.252,0,-10.939,1,0.046,0.522,0.879,0.106,0.332,170.028,4,"jazz"
888,"Weihnachtssongs","The Christmas Waltz",0,173106,FALSE,0.25,0.168,1,-16.789,0,0.0329,0.822,0.000135,0.136,0.141,107.269,3,"jazz"
889,"Halloween Party 2022","The Devil's Bleeding Crown",0,238653,FALSE,0.321,0.909,11,-4.612,1,0.041,1.62e-05,0.139,0.0442,0.209,109.653,3,"rock"
890,"The Click","The Good Part",67,227266,FALSE,0.287,0.473,5,-3.551,1,0.034,0.0858,4.4e-05,0.383,0.577,186.283,4,"rock"
891,"Christmas Songs 2022","Baby, It's Cold Outside",1,143733,FALSE,0.439,0.196,0,-16.093,1,0.0601,0.88,0,0.0513,0.525,129.581,4,"jazz"
892,"Daylight","Daylight",58,172747,FALSE,0.78,0.334,0,-12.921,1,0.369,0.77,0.83,0.115,0.383,91.079,4,"jazz"
893,"Rock Workout 2023","Summer Of '69",1,217493,FALSE,0.5,0.908,2,-4.303,1,0.0418,0.0166,0,0.128,0.744,138.834,4,"rock"
894,"Ultimate Calm Christmas Jazz","O Tannenbaum",0,215400,FALSE,0.572,0.0134,3,-29.694,1,0.0632,0.995,0.925,0.104,0.0873,113.888,4,"jazz"
895,"OK Computer","No Surprises",82,229120,FALSE,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4,"rock"
896,"Kaalathukkum Nee Venum (From ""Vendhu Thanindhathu Kaadu"")","Kaalathukkum Nee Venum - From ""Vendhu Thanindhathu Kaadu""",65,293546,FALSE,0.718,0.458,7,-10.632,1,0.033,0.685,0.00222,0.118,0.567,119.958,4,"pop"
897,"Halloween Metal Nights","Creatures Of The Night",1,242533,FALSE,0.497,0.983,5,-5.19,0,0.109,8.3e-05,0.0145,0.119,0.0693,121.397,4,"rock"
898,"Halloween Songs | Witches Hour","I Put A Spell On You",1,156266,FALSE,0.429,0.477,6,-6.225,0,0.0311,0.766,0.000638,0.16,0.327,88.534,3,"jazz"
899,"Aaya Na Tu","Aaya Na Tu",70,210000,FALSE,0.665,0.539,11,-7.213,0,0.0474,0.825,5.85e-06,0.121,0.368,110.101,4,"pop"
900,"Christmas Rock 2022","A Long December",0,297293,FALSE,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,4,"rock"
901,"The Greatest Jazz Mix","Happy Together",0,152659,FALSE,0.624,0.413,11,-8.991,0,0.0367,0.468,0,0.441,0.787,121.048,4,"jazz"
902,"5 Bintang Populer","Masih Ada",39,240946,FALSE,0.335,0.376,7,-8.329,0,0.0328,0.558,0.000104,0.172,0.268,121.225,4,"jazz"
903,"Human - Best Adult Pop Tunes","Yeah, I Like You",0,264466,FALSE,0.479,0.938,2,-3.058,1,0.0376,7.54e-05,0.000153,0.117,0.431,140.056,4,"rock"
904,"Happier","Happier",83,214289,FALSE,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,4,"pop"
905,"Ayan","Nenje Nenje",56,344234,FALSE,0.669,0.509,9,-8.594,0,0.0277,0.493,0.000268,0.0804,0.376,114.969,4,"jazz"
906,"It's About Us","Little Do You Know",77,185200,FALSE,0.5,0.292,0,-8.554,1,0.0323,0.746,0,0.188,0.37,145.879,4,"pop"
907,"Jingle Bell Rock 2022","Little Saint Nick - 1991 Remix",0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,"rock"
908,"Best Christmas Songs 2022 | For under the Mistletoe","Christmas Calling (Jolly Jones)",0,200461,FALSE,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,"jazz"
909,"everything sucks","everything sucks",77,115401,TRUE,0.76,0.371,6,-8.964,1,0.0531,0.00772,0,0.0785,0.653,138.023,4,"pop"
910,"Deewane Hum Nahi (Version 1.0)","Deewane Hum Nahi - Version 1.0",64,230000,FALSE,0.553,0.498,0,-7.021,1,0.0518,0.34,0,0.202,0.238,180.011,4,"pop"
911,"Helloween Party","Ding-Dong! The Witch Is Dead",1,197573,FALSE,0.626,0.248,11,-12.898,0,0.061,0.827,0,0.0965,0.639,80.542,4,"jazz"
912,"Weihnachtssongs","Mistletoe",2,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,"pop"
913,"This Is Why - This Is Rock","Don't Let the Light Go Out",0,229517,FALSE,0.492,0.59,4,-4.032,0,0.0313,0.00109,0.0023,0.271,0.179,117.637,4,"rock"
914,"Today's Party Hits","Crazy What Love Can Do",0,169756,FALSE,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872,4,"pop"
915,"FELIZ CUMPLEAÑOS","Feliz Cumpleaños Ferxxo",5,155960,FALSE,0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4,"pop"
916,"OK Jaanu (Original Motion Picture Soundtrack)","Enna Sona",71,213632,FALSE,0.717,0.416,7,-9.875,0,0.0303,0.635,1.43e-06,0.0976,0.381,100.026,4,"pop"
917,"pov: you rock around the christmas tree","Sleigh Ride",0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,"jazz"
918,"All I want For Christmas Is Music","Christmas Time",0,243057,FALSE,0.503,0.582,0,-4.324,1,0.0253,0.472,0,0.103,0.326,77.321,4,"rock"
919,"Autumn Hits","Family",3,158994,FALSE,0.687,0.717,11,-6.61,1,0.0755,0.0744,0,0.134,0.685,88.063,4,"pop"
920,"Christmas Classics","Little Saint Nick - 1991 Remix",0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,"rock"
921,"Timeless Rock Hits","I Write Sins Not Tragedies",3,187613,FALSE,0.565,0.792,9,-4.983,0,0.132,0.0913,0,0.114,0.639,170.076,4,"rock"
922,"x (Deluxe Edition)","Photograph",85,258986,FALSE,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4,"pop"
923,"Duhai Sayang","Duhai Sayang",41,201700,FALSE,0.686,0.257,0,-12.066,1,0.0525,0.921,0.00462,0.116,0.399,142.128,4,"jazz"
924,"Отново на училище","Counting Stars",4,256760,FALSE,0.659,0.741,1,-4.354,0,0.0388,0.072,0,0.166,0.454,122.013,4,"rock"
925,"Mirando las nubes","Island In The Sun",1,200053,FALSE,0.654,0.794,4,-6.288,0,0.0284,0.00769,0.00134,0.165,0.678,114.62,4,"rock"
926,"Holidays Are Coming","O Tannenbaum - Remastered 1999",0,180200,FALSE,0.25,0.228,3,-14.186,1,0.0364,0.811,0.000166,0.199,0.198,90.001,4,"jazz"
927,"Session Acoustique","You're Beautiful",0,209493,TRUE,0.675,0.479,0,-9.87,0,0.0278,0.633,1.81e-05,0.0881,0.454,81.993,4,"rock"
928,"pov: you are walking in a winter wonderland","Merry Christmas, Baby",0,231226,FALSE,0.463,0.677,10,-5.528,1,0.0417,0.257,0,0.089,0.782,202.05,4,"rock"
929,"THE LONELIEST","THE LONELIEST",85,247067,FALSE,0.519,0.595,2,-5.001,1,0.0283,0.00151,0,0.0762,0.237,129.786,4,"rock"
930,"Holidays Are Coming","The Christmas Song (Chestnuts Roasting On An Open Fire)",0,210026,FALSE,0.226,0.382,1,-9.243,1,0.0288,0.845,0,0.111,0.165,81.943,4,"jazz"
931,"Top Gun: Maverick (Music From The Motion Picture)","I Ain't Worried",73,148485,FALSE,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,"rock"
932,"Here to Forever - All New Indie","All My Favorite Songs",0,170720,FALSE,0.605,0.7,4,-6.47,1,0.0277,0.00998,0,0.116,0.588,84.962,4,"rock"
933,"Ella And Louis Again","Autumn In New York",62,356626,FALSE,0.425,0.0469,7,-18.612,0,0.0354,0.955,0,0.137,0.154,135.335,4,"jazz"
934,"The Best Of Earth, Wind & Fire Vol. 1","September",83,215093,FALSE,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,4,"jazz"
935,"The Lifestyle","Kina Chir",72,216026,FALSE,0.622,0.431,11,-8.26,0,0.0293,0.0955,0,0.088,0.365,117.919,4,"pop"
936,"pov: it's 2021","Therefore I Am",3,174321,FALSE,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,4,"pop"
937,"Christmas time but not Christmas songs 2022","L-O-V-E - Remastered 2004",0,154813,FALSE,0.521,0.278,2,-10.922,1,0.0774,0.742,2.48e-06,0.0736,0.692,76.925,4,"jazz"
938,"Frescura y Perreo","Feliz Cumpleaños Ferxxo",3,155960,FALSE,0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4,"pop"
939,"The Click (Deluxe Edition)","Burn the House Down",64,212689,TRUE,0.454,0.66,0,-4.357,1,0.168,0.0364,0,0.181,0.568,184.353,4,"rock"
940,"2016 Shinning Star - Armaan Malik","Jab Tak (From ""M.S.Dhoni - The Untold Story"")",66,174039,FALSE,0.299,0.447,3,-7.862,0,0.0383,0.858,0.000314,0.097,0.321,121.723,4,"pop"
941,"Love Yourself 結 'Answer'","Euphoria",78,228615,FALSE,0.637,0.799,2,-4.518,1,0.0338,0.394,0,0.0921,0.57,104.996,4,"pop"
942,"Tip Tip (From ""Sooryavanshi"")","Tip Tip (From ""Sooryavanshi"")",70,250287,FALSE,0.709,0.929,5,-1.583,0,0.061,0.0431,0.00648,0.125,0.477,103.01,4,"pop"
943,"Everything Black","Everything Black",74,228979,FALSE,0.62,0.864,5,-4.334,0,0.114,0.0323,0,0.117,0.395,98.059,4,"rock"
944,"Weihnachtspop 2022","The Christmas Song (Chestnuts Roasting On An Open Fire)",0,216426,FALSE,0.533,0.426,9,-9.525,0,0.0297,0.46,0,0.1,0.152,103.267,3,"pop"
945,"Enemy (from the series Arcane League of Legends)","Enemy - From the series Arcane League of Legends",80,173381,FALSE,0.722,0.745,7,-4.164,1,0.256,0.247,0,0.419,0.52,77.029,4,"rock"
946,"EDM Hits","Dangerous - David Guetta Banging Remix",0,367786,FALSE,0.698,0.931,11,-4.32,0,0.0595,0.0237,0.852,0.0767,0.0825,128.004,4,"pop"
947,"Cocktail (Original Motion Picture Soundtrack)","Tum Hi Ho Bandhu",71,283693,FALSE,0.715,0.89,11,-5.438,0,0.051,0.00111,0.000837,0.0297,0.891,134.994,4,"pop"
948,"Separate Ways (Worlds Apart) [Bryce Miller/Alloy Tracks Remix]","Separate Ways (Worlds Apart) - Bryce Miller/Alloy Tracks Remix",72,165074,FALSE,0.43,0.569,2,-9.274,1,0.044,0.0115,0.0134,0.163,0.0668,129.992,4,"rock"
949,"Lounge Remixes, Vol. 4","Feeling Good - Ronan Remix",0,154446,FALSE,0.594,0.643,5,-9.078,0,0.066,0.0112,0.00156,0.447,0.668,166.004,4,"jazz"
950,"All I Want For Christmas Is You","Have Yourself A Merry Little Christmas",0,170964,FALSE,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1,"pop"
951,"Classic Christmas Greatest Hits","Santa Baby",0,168949,FALSE,0.467,0.237,5,-13.373,0,0.0542,0.892,3.46e-06,0.148,0.388,101.759,4,"jazz"
952,"pov: you are walking in a winter wonderland","Frosty The Snowman",0,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4,"jazz"
953,"Shor in the City (Original Motion Picture Soundtrack)","Saibo",73,195253,FALSE,0.619,0.429,2,-7.867,1,0.028,0.738,1.35e-05,0.136,0.545,90.058,4,"pop"
954,"Origins (Deluxe)","Birds",72,219440,FALSE,0.649,0.517,1,-7.428,0,0.0297,0.0146,1.63e-06,0.145,0.35,119.997,4,"rock"
955,"Perreo en Halloween","Si Te La Encuentras Por Ahí",4,191506,FALSE,0.736,0.569,8,-3.559,0,0.0779,0.144,5.27e-05,0.112,0.433,171.973,4,"pop"
956,"No Lookin' Back","OG",71,173195,TRUE,0.594,0.625,11,-9.081,0,0.256,0.00521,0,0.481,0.517,96.706,4,"pop"
957,"Maintain Your Mojo","Song 2 - 2012 Remaster",0,121160,FALSE,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,4,"rock"
958,"Kusura Bakmasınlar","Kusura Bakmasınlar",41,247160,FALSE,0.65,0.577,4,-8.728,0,0.0426,0.543,1.23e-06,0.18,0.373,81.986,4,"jazz"
959,"Best Christmas Songs 2022 | For under the Mistletoe","Frosty The Snowman - 1991 Remix",1,114551,FALSE,0.426,0.473,5,-7.924,1,0.0335,0.353,0,0.0234,0.937,181.752,4,"rock"
960,"All I Want For Christmas Is You","Merry Christmas",0,151387,FALSE,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,"rock"
961,"J-Pop 輕旅行","ダンスホール",2,203149,FALSE,0.736,0.695,7,-3.87,1,0.0468,0.0209,0,0.0517,0.784,109.976,4,"rock"
962,"Reckless (30th Anniversary / Deluxe Edition)","Heaven",77,243360,FALSE,0.382,0.589,9,-7.315,0,0.0267,0.0465,0,0.122,0.335,140.059,4,"rock"
